Period_Date,MID,DBA,Pricing,Rep,Rep_ID,NSD,NSD_ID,Approved Date,Sales Volume,Transaction Count,Gross Profit,Net Residual Before %,Net Residual
2025-11-01,8739706777124098.0,Premier Services,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,27175.52,1040.0,196.4,151.92,113.94
2025-11-01,8739770291889284.0,Elite Services Co,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,33451.01,1030.0,217.42,172.26,129.2
2025-11-01,8739743585251840.0,Quality Services,IC,James Brown,9005.0,Vinny,9065.0,5/18/2025,42296.16,1388.0,272.5,224.27,168.2
2025-11-01,8739776998295475.0,Superior Services,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,150899.06,3421.0,856.74,784.98,588.74
2025-11-01,8739794669230747.0,Prime Services Corp,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,18927.75,872.0,236.28,193.57,145.18
2025-11-01,8739742241613003.0,Professional Services,IC,James Brown,9005.0,Vinny,9065.0,4/30/2025,25678.0,791.0,257.99,215.1,161.32
2025-11-01,8739734251671506.0,Advanced Services,IC,James Brown,9005.0,Vinny,9065.0,5/20/2025,28308.22,1037.0,286.49,241.64,181.23
2025-11-01,8739758292310546.0,Modern Services Inc,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,46488.08,1399.0,373.9,324.92,243.69
2025-11-01,8739791183151244.0,Classic Services,IC,James Brown,9005.0,Vinny,9065.0,5/19/2025,23505.43,642.0,239.36,197.64,148.23
2025-11-01,8739774561158068.0,Express Services,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,42967.19,1287.0,350.91,303.23,227.42
2025-11-01,8739738076699433.0,Premier Logistics LLC,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,22847.73,639.0,235.97,194.4,145.8
2025-11-01,8739759870598489.0,Elite Logistics,IC,James Brown,9005.0,Vinny,9065.0,5/16/2025,44252.38,1284.0,355.35,307.54,230.66
2025-11-01,8739775061601198.0,Quality Logistics,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,63461.07,1549.0,435.33,384.15,288.11
2025-11-01,8739755337347466.0,Superior Logistics Co,IC,James Brown,9005.0,Vinny,9065.0,5/8/2025,25132.89,782.0,254.71,211.99,158.99
2025-11-01,8739772101899220.0,Prime Logistics,IC,James Brown,9005.0,Vinny,9065.0,4/30/2025,35066.09,1132.0,315.17,269.1,201.82
2025-11-01,8739765131171860.0,Professional Logistics,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,41522.72,1109.0,333.82,287.33,215.5
2025-11-01,8739722761382713.0,Advanced Logistics Corp,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,12391.23,368.0,184.22,145.19,108.89
2025-11-01,8739716145588745.0,Modern Logistics,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,16708.24,525.0,209.69,169.26,126.94
2025-11-01,8739761318667397.0,Classic Logistics,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,5639.99,221.0,155.99,113.26,84.94
2025-11-01,8739756329429204.0,Express Logistics Inc,IC,James Brown,9005.0,Vinny,9065.0,5/7/2025,16694.74,586.0,214.01,173.21,129.91
2025-11-01,8739789440201148.0,Premier Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,4/30/2025,19618.26,462.0,214.52,174.15,130.61
2025-11-01,8739714636317106.0,Elite Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,4/30/2025,9037.98,391.0,174.63,135.79,101.84
2025-11-01,8739764280388408.0,Quality Tech Solutions LLC,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,37930.84,1410.0,345.15,297.07,222.8
2025-11-01,8739742316781640.0,Superior Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,5/2/2025,58148.41,1639.0,426.4,375.06,281.3
2025-11-01,8739747689643181.0,Prime Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,5/15/2025,22262.55,726.0,242.78,200.56,150.42
2025-11-01,8739770219847800.0,Professional Tech Solutions Co,IC,James Brown,9005.0,Vinny,9065.0,5/16/2025,22474.55,649.0,238.07,196.27,147.2
2025-11-01,8739799591998948.0,Advanced Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,5/16/2025,21825.19,676.0,238.33,196.4,147.3
2025-11-01,8739700576556015.0,Modern Tech Solutions,IC,James Brown,9005.0,Vinny,9065.0,5/1/2025,105864.14,2412.0,637.26,576.61,432.46
2025-11-01,8739733522796947.0,Classic Tech Solutions Corp,DP,James Brown,9005.0,Vinny,9065.0,8/19/2024,22005.65,42.0,374.9,336.16,252.12
2025-11-01,8739730405298121.0,Express Tech Solutions,DP,Maria Brown,9008.0,Vinny,9065.0,9/2/2025,11.33,1.0,0.0,-44.52,-22.26
2025-11-01,8739737961220477.0,Prime Construction LLC,DP,Maria Brown,9008.0,Vinny,9065.0,10/15/2025,13417.23,1235.0,217.42,180.15,90.08
2025-11-01,8739798968797699.0,Premier Construction,IC,Maria Brown,9008.0,Vinny,9065.0,8/15/2025,23440.92,355.0,435.02,400.73,200.36
2025-11-01,8739783007466390.0,Elite Construction Inc,IC,Maria Brown,9008.0,Vinny,9065.0,8/19/2025,23161.7,407.0,390.23,351.86,175.93
2025-11-01,8739778889694829.0,Quality Construction,IC,Maria Brown,9008.0,Vinny,9065.0,6/20/2025,979.31,21.0,55.24,11.05,5.52
2025-11-01,8739753144005391.0,Superior Construction,DP,Maria Brown,9008.0,Vinny,9065.0,7/2/2025,3966.73,26.0,92.34,67.31,33.66
2025-11-01,8739770983067788.0,Prime Retail Store,DP,Maria Brown,9008.0,Vinny,9065.0,11/10/2025,1.14,3.0,41.29,-3.63,-1.82
2025-11-01,8739730435284545.0,Professional Construction,DP,John Jones,9010.0,Vinny,9065.0,10/14/2025,3.12,3.0,17.02,17.02,17.02
2025-11-01,554402009945577.0,Advanced Construction,DP,Sarah Jones,9011.0,Vinny,9065.0,5/3/2024,0.0,0.0,0.0,-15.0,-9.0
2025-11-01,8739772523390544.0,Modern Construction Co,DP,Sarah Jones,9011.0,Vinny,9065.0,5/27/2024,303.79,2.0,38.7,23.27,13.96
2025-11-01,554402009935776.0,Classic Construction,DP,Sarah Jones,9011.0,Vinny,9065.0,5/9/2024,13292.95,756.0,237.83,204.5,122.7
2025-11-01,8739723664799275.0,Express Construction,DP,Michael Jones,9018.0,Vinny,9065.0,12/6/2024,10512.8,94.0,236.2,206.41,144.49
2025-11-01,8739743145844565.0,Premier Manufacturing Corp,IC,Michael Jones,9018.0,Vinny,9065.0,5/19/2025,104502.51,48.0,517.47,476.99,333.89
2025-11-01,8739709988242121.0,Elite Manufacturing,IC,Michael Jones,9018.0,Vinny,9065.0,5/9/2025,33503.98,18.0,172.58,142.82,99.97
2025-11-01,8739799035310755.0,Quality Manufacturing,IC,Michael Jones,9018.0,Vinny,9065.0,11/1/2024,44506.18,21.0,134.71,103.93,72.75
2025-11-01,8739784990476500.0,Superior Manufacturing Inc,IC,Michael Jones,9018.0,Vinny,9065.0,5/2/2025,2781.31,10.0,46.97,9.57,6.7
2025-11-01,8739746016447475.0,Prime Manufacturing,IC,David Smith,9019.0,Vinny,9065.0,5/20/2025,5931.72,30.0,166.77,159.82,159.82
2025-11-01,8739757256601080.0,Professional Manufacturing,IC,David Smith,9019.0,Vinny,9065.0,9/19/2025,0.0,0.0,58.5,53.55,53.55
2025-11-01,8739732917499181.0,Advanced Manufacturing LLC,IC,David Smith,9019.0,Vinny,9065.0,3/18/2025,226970.31,1018.0,631.0,624.05,624.05
2025-11-01,8739747573037249.0,Modern Manufacturing,DP,David Smith,9019.0,Vinny,9065.0,6/23/2025,0.0,0.0,-0.0,-9.99,-9.99
2025-11-01,8739782380145193.0,Superior Auto Shop,IC,Jennifer Jones,9026.0,Vinny,9065.0,10/7/2025,35652.34,132.0,164.42,116.76,70.06
2025-11-01,8739759895844448.0,Prime Auto Shop,IC,Jennifer Jones,9026.0,Vinny,9065.0,10/7/2025,27875.23,170.0,146.11,106.16,63.7
2025-11-01,8739716736666675.0,Classic Manufacturing,DP,Jennifer Jones,9026.0,Vinny,9065.0,3/19/2025,16.49,3.0,15.01,-4.96,-2.98
2025-11-01,8739759645701438.0,Express Manufacturing Co,DP,Jennifer Jones,9026.0,Vinny,9065.0,6/12/2025,0.0,0.0,16.55,-30.4,-18.24
2025-11-01,8739729250233018.0,Premier Auto Shop,DP,Jennifer Jones,9026.0,Vinny,9065.0,3/11/2025,3357.01,53.0,95.79,71.47,42.88
2025-11-01,8739700465370044.0,Elite Auto Shop,DP,Jennifer Jones,9026.0,Vinny,9065.0,3/17/2025,2796.48,79.0,65.31,41.72,25.03
2025-11-01,8739743317922117.0,Quality Auto Shop Corp,DP,Jennifer Jones,9026.0,Vinny,9065.0,4/9/2025,4477.08,14.0,115.2,83.69,50.21
2025-11-01,8739713885015638.0,Professional Auto Shop Inc,DP,David Jones,9033.0,Vinny,9065.0,3/27/2025,8007.8,9.0,134.39,106.13,63.68
2025-11-01,8739770799310884.0,Advanced Auto Shop,DP,David Jones,9033.0,Vinny,9065.0,5/22/2025,3367.68,14.0,53.73,19.54,11.72
2025-11-01,8739714926368227.0,Modern Auto Shop,DP,David Jones,9033.0,Vinny,9065.0,3/17/2025,6918.6,147.0,132.21,92.7,55.62
2025-11-01,8739724320934320.0,Classic Auto Shop LLC,DP,David Jones,9033.0,Vinny,9065.0,4/11/2025,0.0,0.0,15.93,-34.06,-20.44
2025-11-01,554402009894080.0,Express Auto Shop,DP,David Jones,9033.0,Vinny,9065.0,8/21/2024,8128.09,191.0,98.66,72.34,43.4
2025-11-01,8739772862458728.0,Premier Restaurant,DP,David Jones,9033.0,Vinny,9065.0,6/4/2024,0.0,0.0,18.65,-31.34,-18.8
2025-11-01,8739750121027564.0,Elite Restaurant Co,DP,David Jones,9033.0,Vinny,9065.0,1/27/2025,2479.88,13.0,133.34,109.92,65.95
2025-11-01,8739767720974182.0,Quality Restaurant,DP,David Jones,9033.0,Vinny,9065.0,6/20/2024,1209.98,4.0,31.32,9.68,5.81
2025-11-01,8739748636554487.0,Superior Restaurant,DP,David Jones,9033.0,Vinny,9065.0,9/12/2024,4426.72,11.0,73.81,47.66,28.6
2025-11-01,8739790117882039.0,Prime Restaurant Corp,DP,David Jones,9033.0,Vinny,9065.0,1/2/2025,45231.58,161.0,504.46,413.22,247.93
2025-11-01,8739754775527676.0,Professional Restaurant,DP,David Jones,9033.0,Vinny,9065.0,7/10/2024,5081.92,14.0,106.86,74.61,44.77
2025-11-01,8739706784963427.0,Advanced Restaurant,DP,David Jones,9033.0,Vinny,9065.0,1/13/2025,0.0,0.0,-8.45,-33.44,-20.06
2025-11-01,554402009873688.0,Modern Restaurant Inc,DP,Lisa Jones,9034.0,Vinny,9065.0,9/23/2024,0.0,0.0,46.55,-3.44,-2.75
2025-11-01,8739748945161422.0,Classic Restaurant,DP,Lisa Jones,9034.0,Vinny,9065.0,5/22/2025,1.06,1.0,41.27,-7.64,-6.11
2025-11-01,8739723128620616.0,Professional Medical Center Co,DP,Lisa Jones,9034.0,Vinny,9065.0,10/31/2025,0.0,0.0,16.55,-33.44,-26.75
2025-11-01,8739706365039275.0,Express Restaurant,DP,Lisa Jones,9034.0,Vinny,9065.0,1/16/2025,0.0,0.0,26.55,-23.44,-18.75
2025-11-01,8739744828238047.0,Premier Retail Store LLC,DP,Lisa Jones,9034.0,Vinny,9065.0,7/11/2025,13620.53,23.0,249.35,205.53,164.42
2025-11-01,8739793739889175.0,Elite Retail Store,IC,Lisa Jones,9034.0,Vinny,9065.0,4/21/2025,8138.45,98.0,58.24,34.53,27.62
2025-11-01,554402009827726.0,Quality Retail Store,DP,Lisa Jones,9034.0,Vinny,9065.0,9/18/2024,3625.0,1.0,51.33,22.3,17.84
2025-11-01,554402009848359.0,Superior Retail Store Co,DP,Lisa Jones,9034.0,Vinny,9065.0,1/16/2025,0.0,0.0,0.0,-19.95,-15.96
2025-11-01,8739767483063983.0,Prime Retail Store,DP,Lisa Jones,9034.0,Vinny,9065.0,7/1/2025,0.0,0.0,41.55,-8.44,-6.75
2025-11-01,8739706882785776.0,Advanced Retail Store Corp,IC,Lisa Jones,9034.0,Vinny,9065.0,3/25/2025,1800.0,2.0,41.87,-4.99,-3.99
2025-11-01,8739735997769876.0,Advanced Medical Center,IC,Lisa Jones,9034.0,Vinny,9065.0,10/7/2025,180.0,1.0,31.91,-17.7,-14.16
2025-11-01,554402009861410.0,Modern Retail Store,IC,Lisa Jones,9034.0,Vinny,9065.0,9/6/2024,48434.94,80.0,149.77,126.2,100.96
2025-11-01,8739799652186877.0,Classic Retail Store,DP,Lisa Jones,9034.0,Vinny,9065.0,6/4/2025,720.0,5.0,32.46,6.68,5.34
2025-11-01,8739750131271430.0,Express Retail Store Inc,IC,Lisa Jones,9034.0,Vinny,9065.0,7/9/2025,540.25,28.0,45.28,-5.9,-4.72
2025-11-01,8739769171715277.0,Premier Medical Center,DP,Lisa Jones,9034.0,Vinny,9065.0,4/30/2025,0.0,0.0,26.55,-23.44,-18.75
2025-11-01,8739766523294456.0,Elite Medical Center,DP,Lisa Jones,9034.0,Vinny,9065.0,7/3/2024,10892.93,10.0,216.78,194.43,155.54
2025-11-01,8739785804413293.0,Quality Medical Center LLC,IC,Lisa Jones,9034.0,Vinny,9065.0,2/27/2025,16237.9,34.0,43.65,20.97,16.78
2025-11-01,8739708074111442.0,Superior Medical Center,IC,Lisa Jones,9034.0,Vinny,9065.0,4/29/2024,16859.73,720.0,109.49,73.61,58.89
2025-11-01,8739706262057673.0,Prime Medical Center,IC,Lisa Jones,9034.0,Vinny,9065.0,5/20/2025,110302.0,237.0,457.81,418.8,335.04
2025-11-01,8739768609446257.0,Professional Retail Store Inc,DP,Lisa Jones,9034.0,Vinny,9065.0,4/23/2024,0.0,0.0,-5.0,-20.0,-16.0
2025-11-01,8739796043341450.0,Classic Medical Center Corp,DP,Robert Jones,9039.0,Vinny,9065.0,10/13/2025,3450.98,6.0,55.61,40.67,40.67
2025-11-01,8739782195938492.0,Express Medical Center,IC,Robert Jones,9039.0,Vinny,9065.0,10/9/2025,9222.19,19.0,74.45,55.51,55.51
2025-11-01,8739700185476281.0,Premier Consulting,DP,Robert Jones,9039.0,Vinny,9065.0,10/13/2025,0.0,0.0,0.0,-4.95,-4.95
2025-11-01,8739774772608856.0,Modern Medical Center,DP,Robert Jones,9039.0,Vinny,9065.0,8/5/2025,5980.0,1.0,73.58,63.54,63.54
2025-11-01,8739797640527126.0,Elite Consulting Inc,DP,Robert Jones,9039.0,Vinny,9065.0,10/13/2025,7528.28,152.0,100.23,91.28,91.28
2025-11-01,8739756032535536.0,Advanced Retail Store,DP,Robert Jones,9039.0,Vinny,9065.0,11/12/2025,0.0,0.0,46.55,46.55,46.55
2025-11-01,8739746444143523.0,Modern Retail Store,DP,Robert Jones,9039.0,Vinny,9065.0,11/17/2025,0.03,3.0,35.9,25.76,25.76
2025-11-01,8739791246465847.0,Quality Consulting,DP,Emily Jones,9042.0,Vinny,9065.0,12/17/2024,0.0,0.0,49.55,4.6,2.3
2025-11-01,8739795878771208.0,Superior Consulting,IC,Emily Jones,9042.0,Vinny,9065.0,11/15/2024,0.0,0.0,46.55,6.55,3.28
2025-11-01,8739774006828016.0,Prime Consulting LLC,IC,Emily Jones,9042.0,Vinny,9065.0,11/13/2024,163426.81,180.0,392.05,343.98,171.99
2025-11-01,8739769112149670.0,Professional Consulting,IC,James Jones,9046.0,Vinny,9065.0,1/21/2025,2301.0,3.0,16.43,-30.95,-21.66
2025-11-01,8739720670145112.0,Advanced Consulting,IC,James Jones,9046.0,Vinny,9065.0,3/10/2025,61168.19,631.0,802.6,758.48,530.94
2025-11-01,8739703287929277.0,Modern Consulting Co,DP,Maria Jones,9048.0,Vinny,9065.0,7/2/2025,0.0,0.0,46.55,4.55,2.73
2025-11-01,8739753466795853.0,Classic Consulting,IC,Maria Jones,9048.0,Vinny,9065.0,4/16/2025,0.0,0.0,46.55,6.55,3.93
2025-11-01,8739768819786301.0,Express Consulting,DP,John Garcia,9050.0,Vinny,9065.0,10/31/2025,72.81,2.0,24.77,24.77,24.77
2025-11-01,8739764841139731.0,Classic Retail Store LLC,DP,John Garcia,9050.0,Vinny,9065.0,11/28/2025,0.0,0.0,-2.5,-2.5,-2.5
2025-11-01,8739798072144813.0,Elite Services,DP,Sarah Garcia,9057.0,Vinny,9065.0,8/22/2025,0.0,0.0,38.29,-1.71,-1.2
2025-11-01,8739766524559920.0,Superior Services Inc,IC,Sarah Garcia,9057.0,Vinny,9065.0,4/23/2025,15531.88,72.0,175.76,154.61,108.23
2025-11-01,815219958882.0,Prime Services,DP,Sarah Garcia,9057.0,Vinny,9065.0,7/24/2025,0.0,0.0,81.5,41.5,29.05
2025-11-01,8739769065660447.0,Professional Services,DP,Sarah Garcia,9057.0,Vinny,9065.0,4/28/2025,2352.82,38.0,71.39,38.86,27.2
2025-11-01,8739703905741818.0,Advanced Services LLC,DP,Sarah Garcia,9057.0,Vinny,9065.0,8/18/2025,5705.02,278.0,122.25,98.97,69.28
2025-11-01,8739789607929698.0,Modern Services,DP,Sarah Garcia,9057.0,Vinny,9065.0,7/24/2025,0.0,0.0,0.0,-40.0,-28.0
2025-11-01,8739746068467097.0,Classic Services,DP,Sarah Garcia,9057.0,Vinny,9065.0,7/15/2025,0.0,0.0,0.0,-49.99,-34.99
2025-11-01,8739757386573235.0,Express Services Co,DP,Sarah Garcia,9057.0,Vinny,9065.0,6/12/2025,0.0,0.0,-79.0,-94.0,-65.8
2025-11-01,8739735345569287.0,Premier Logistics,IC,Sarah Garcia,9057.0,Vinny,9065.0,6/30/2025,0.0,0.0,41.54,1.54,1.08
2025-11-01,8739749413625581.0,Quality Logistics Corp,DP,Michael Garcia,9059.0,Vinny,9065.0,2/7/2025,801.42,3.0,26.7,6.67,4.67
2025-11-01,8739776152910785.0,Superior Logistics,DP,Michael Garcia,9059.0,Vinny,9065.0,3/5/2025,0.0,0.0,41.55,-5.4,-3.78
2025-11-01,815222565880.0,Prime Logistics,DP,Michael Garcia,9059.0,Vinny,9065.0,9/18/2025,33065.74,1151.0,628.16,609.88,426.92
2025-11-01,8739779552578189.0,Professional Logistics Inc,IC,Jennifer Garcia,9060.0,Vinny,9065.0,4/2/2025,0.0,0.0,130.55,90.55,45.28
2025-11-01,8739776526977664.0,Advanced Logistics,DP,Jennifer Garcia,9060.0,Vinny,9065.0,8/1/2025,0.0,0.0,26.55,-18.4,-9.2
2025-11-01,8739723227886931.0,Modern Logistics,DP,David Garcia,9061.0,Vinny,9065.0,4/18/2024,721.0,2.0,32.46,2.41,1.93
2025-11-01,554402009837154.0,Classic Logistics LLC,IC,Lisa Garcia,9064.0,Vinny,9065.0,5/28/2024,0.0,0.0,49.0,9.0,5.4
2025-11-01,554402009942004.0,Express Logistics,IC,Lisa Garcia,9064.0,Vinny,9065.0,5/16/2024,0.0,0.0,49.0,9.0,5.4
2025-11-01,8739763294247905.0,Premier Tech Solutions,IC,Emily Miller,9065.0,Vinny,9065.0,6/24/2025,67692.19,84.0,274.58,226.51,158.56
2025-11-01,8739795946234431.0,Elite Tech Solutions Co,IC,Emily Garcia,9066.0,Vinny,9065.0,7/6/2025,0.0,0.0,23.5,-16.5,-13.2
2025-11-01,815210397882.0,Quality Tech Solutions,DP,Emily Garcia,9066.0,Vinny,9065.0,2/3/2025,29871.26,1011.0,467.51,417.34,333.87
2025-11-01,8739750748609605.0,Superior Tech Solutions,DP,Emily Garcia,9066.0,Vinny,9065.0,9/17/2025,92.35,2.0,21.13,-20.38,-16.3
2025-11-01,8739710983965938.0,Express Retail Store,DP,Emily Garcia,9066.0,Vinny,9065.0,11/18/2025,110.56,8.0,43.97,3.13,2.5
2025-11-01,8739754901667652.0,Professional Tech Solutions,IC,James Garcia,9067.0,Yosef,,10/10/2024,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739708752123295.0,Advanced Tech Solutions,IC,James Garcia,9067.0,Yosef,,9/22/2025,2378.0,95.0,28.74,-19.21,-11.53
2025-11-01,8739750224897768.0,Modern Tech Solutions Inc,IC,James Garcia,9067.0,Yosef,,11/14/2024,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739753464446452.0,Classic Tech Solutions,IC,James Garcia,9067.0,Yosef,,4/15/2025,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739728320014042.0,Express Tech Solutions,IC,James Garcia,9067.0,Yosef,,11/7/2024,0.0,0.0,16.55,-23.45,-14.07
2025-11-01,8739709456746829.0,Premier Construction LLC,IC,James Garcia,9067.0,Yosef,,10/18/2024,160743.3,140.0,585.98,531.2,318.72
2025-11-01,8739795436940257.0,Elite Construction,IC,James Garcia,9067.0,Yosef,,4/7/2025,0.0,0.0,36.5,-13.49,-8.09
2025-11-01,8739735787393233.0,Quality Construction,IC,James Garcia,9067.0,Yosef,,7/30/2025,0.0,0.0,18.04,-32.29,-19.37
2025-11-01,8739722397314529.0,Superior Construction Co,IC,James Garcia,9067.0,Yosef,,11/8/2024,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739707981375464.0,Prime Construction,IC,James Garcia,9067.0,Yosef,,7/29/2025,0.0,0.0,17.76,-32.5,-19.5
2025-11-01,8739722093806557.0,Professional Construction,IC,James Garcia,9067.0,Yosef,,7/23/2025,4363.13,7.0,17.27,-17.02,-10.21
2025-11-01,8739797541379655.0,Advanced Construction Corp,IC,James Garcia,9067.0,Yosef,,4/4/2025,0.0,0.0,-8.45,-33.44,-20.06
2025-11-01,8739756247421665.0,Modern Construction,IC,James Garcia,9067.0,Yosef,,8/9/2024,0.0,0.0,46.55,6.55,3.93
2025-11-01,8739787781392518.0,Express Construction Inc,IC,James Garcia,9067.0,Yosef,,4/15/2025,175.63,2.0,16.91,-32.56,-19.54
2025-11-01,8739726672026990.0,Premier Manufacturing,IC,James Garcia,9067.0,Yosef,,1/17/2025,2349.12,4.0,17.41,-24.03,-14.42
2025-11-01,8739728218245469.0,Elite Manufacturing,IC,James Garcia,9067.0,Yosef,,2/3/2025,0.0,0.0,0.0,-40.0,-24.0
2025-11-01,8739773752150301.0,Superior Manufacturing,IC,James Garcia,9067.0,Yosef,,8/19/2025,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739758805721748.0,Prime Manufacturing,IC,James Garcia,9067.0,Yosef,,9/4/2024,0.0,0.0,16.55,-23.45,-14.07
2025-11-01,8739798491160709.0,Professional Manufacturing Co,IC,James Garcia,9067.0,Yosef,,9/10/2024,0.0,0.0,16.55,-33.44,-20.06
2025-11-01,8739731067873068.0,Advanced Manufacturing,IC,James Garcia,9067.0,Yosef,,10/1/2024,13032.69,192.0,81.4,49.35,29.61
2025-11-01,,Modern Manufacturing,,,,,,,0.0,,0.0,0.0,0.0
2025-11-01,,Modern Manufacturing,,,,,,,0.0,,83416.73,0.0,0.0
